"country","city","length","accuracy","files"
77,4452,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4453,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4454,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4518,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4558,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4588,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4729,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4739,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4837,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4851,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4869,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4908,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4944,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,4971,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5054,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5141,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5206,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5272,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5395,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5397,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5433,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5454,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5471,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5526,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5551,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5649,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5745,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5803,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5870,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5873,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5885,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,5958,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6014,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6021,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6032,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6054,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6090,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6106,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6121,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6225,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6231,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6289,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6291,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6346,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6347,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6353,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6385,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6514,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6611,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6657,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6729,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6783,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6816,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
77,6827,9029,0.958688669841621,"./Temp/BST-Cities/77-65.bst"
